epoch,is_best_epoch,train_loss,val_loss,train_mae,val_mae,train_rmse,val_rmse,train_r2,val_r2,train_abs_loss,train_emi_loss,train_plqy_loss,train_em_loss,val_abs_loss,val_emi_loss,val_plqy_loss,val_em_loss,train_abs_mae,train_emi_mae,train_plqy_mae,train_em_mae,val_abs_mae,val_emi_mae,val_plqy_mae,val_em_mae,train_abs_r2,train_emi_r2,train_plqy_r2,train_em_r2,val_abs_r2,val_emi_r2,val_plqy_r2,val_em_r2,train_total_rows_before,train_kept_rows,train_dropped_total_rows,train_solute_skipped_rows,train_solute_invalid_count,train_solute_missing_count,train_solvent_smiles_required,train_solvent_skipped_rows,train_solvent_invalid_count,train_solvent_missing_count,val_total_rows_before,val_kept_rows,val_dropped_total_rows,val_solute_skipped_rows,val_solute_invalid_count,val_solute_missing_count,val_solvent_smiles_required,val_solvent_skipped_rows,val_solvent_invalid_count,val_solvent_missing_count,test_total_rows_before,test_kept_rows,test_dropped_total_rows,test_solute_skipped_rows,test_solute_invalid_count,test_solute_missing_count,test_solvent_smiles_required,test_solvent_skipped_rows,test_solvent_invalid_count,test_solvent_missing_count
1,0,1.1421347856521606,0.5695891380310059,40.61027145385742,25.80774688720703,72.38182830810547,46.48405075073242,-0.17428632080554962,0.39375030994415283,0.9012261033058167,1.0254424810409546,1.5017284154891968,1.268748164176941,0.39598655700683594,0.3824390769004822,0.863804042339325,0.741304337978363,73.78363037109375,71.54887390136719,0.31386733055114746,1.0216898918151855,48.278358459472656,43.34208679199219,0.2567671835422516,0.7266243100166321,0.0987740159034729,-0.02544248104095459,-0.5017286539077759,-0.2687481641769409,0.607826828956604,0.607460081577301,0.12290620803833008,0.23680806159973145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,0.5805362462997437,0.49581652879714966,25.827096939086914,22.818387985229492,45.48429870605469,40.906837463378906,0.3891054689884186,0.46562355756759644,0.3426609933376312,0.42487600445747375,0.9092016220092773,0.7668395042419434,0.28644686937332153,0.32713374495506287,0.8030391931533813,0.6824979782104492,45.3900032043457,47.22163391113281,0.2553756833076477,0.733530580997467,40.596683502197266,40.817867279052734,0.2399718314409256,0.6797202229499817,0.6573390364646912,0.5751239657402039,0.09079819917678833,0.2331606149673462,0.7163116931915283,0.6642261147499084,0.1846058964729309,0.2973507046699524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,0.5171751976013184,0.4659718871116638,23.20273780822754,20.75339698791504,41.28160858154297,37.48674392700195,0.45272547006607056,0.49419188499450684,0.282692015171051,0.34932345151901245,0.8440688252449036,0.713013768196106,0.2387630194425583,0.2774379253387451,0.7844436168670654,0.6852582097053528,40.693485260009766,42.47732925415039,0.24348080158233643,0.6955736875534058,36.83683776855469,37.22130584716797,0.23462532460689545,0.6130945086479187,0.717307984828949,0.6506764888763428,0.15593111515045166,0.2869862914085388,0.7635363340377808,0.7152345180511475,0.20348763465881348,0.29450899362564087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,0.48382654786109924,0.4194510281085968,21.835941314697266,19.070920944213867,38.98191452026367,35.10863494873047,0.48664095997810364,0.5442156791687012,0.2497822791337967,0.3149452805519104,0.8006727695465088,0.6880357265472412,0.2073705941438675,0.24650482833385468,0.7063043713569641,0.6290052533149719,38.1395149230957,40.131134033203125,0.23585693538188934,0.6821058392524719,33.031982421875,35.119014739990234,0.22285233438014984,0.6382017135620117,0.7502177357673645,0.6850546598434448,0.19932711124420166,0.3119642734527588,0.7946264147758484,0.746984601020813,0.28282904624938965,0.352422833442688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0.44886040687561035,0.39927390217781067,20.792612075805664,18.09853172302246,37.14461135864258,33.98839569091797,0.523765504360199,0.5669991970062256,0.22644640505313873,0.28647369146347046,0.7371910214424133,0.654826819896698,0.19771751761436462,0.22585685551166534,0.6585046648979187,0.6174994111061096,36.30329132080078,38.21506118774414,0.22472916543483734,0.664777934551239,31.49542999267578,33.14579391479492,0.20935875177383423,0.6100178360939026,0.7735536098480225,0.7135263085365295,0.2628089189529419,0.345173180103302,0.8041865229606628,0.76817786693573,0.33136409521102905,0.36426836252212524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,0.4244478642940521,0.3770938217639923,20.226346969604492,17.191923141479492,36.101654052734375,32.60551071166992,0.5494495630264282,0.5902121067047119,0.21530303359031677,0.2685016691684723,0.7021762728691101,0.6162205934524536,0.17886468768119812,0.2125844806432724,0.6278607249259949,0.588901698589325,35.36054229736328,37.125457763671875,0.21713674068450928,0.6414222121238708,29.69623374938965,31.70362091064453,0.2046635001897812,0.6259698867797852,0.7846969366073608,0.7314983606338501,0.2978236675262451,0.3837794065475464,0.8228577971458435,0.7818008065223694,0.3624795079231262,0.39371049404144287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,0.3915327787399292,0.3538160026073456,19.127885818481445,16.718591690063477,34.34952163696289,32.032928466796875,0.5847352147102356,0.6175272464752197,0.1936989575624466,0.24490177631378174,0.6365863084793091,0.5858719348907471,0.17869506776332855,0.1959036886692047,0.5666078329086304,0.5599797964096069,33.338008880615234,35.218990325927734,0.2045029252767563,0.6203848123550415,29.62188148498535,29.961551666259766,0.18923190236091614,0.5809102654457092,0.8063010573387146,0.7550982236862183,0.36341357231140137,0.41412806510925293,0.8230258226394653,0.7989221811294556,0.4246748089790344,0.4234863519668579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,0.3722923696041107,0.35332611203193665,18.636066436767578,17.37085723876953,33.433204650878906,32.51187515258789,0.6048158407211304,0.6196783781051636,0.18397347629070282,0.23129704594612122,0.6110821962356567,0.5543838739395142,0.1863672286272049,0.19830197095870972,0.5467116236686707,0.5614737868309021,32.565223693847656,34.21894454956055,0.19903704524040222,0.5975621938705444,31.14314842224121,30.717926025390625,0.1891118735074997,0.5770917534828186,0.816026508808136,0.7687029242515564,0.38891780376434326,0.44561612606048584,0.8154275417327881,0.7964605689048767,0.44487708806991577,0.42194825410842896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,0.35275980830192566,0.33477652072906494,17.92283058166504,15.995122909545898,32.271236419677734,30.536500930786133,0.6259716153144836,0.6392149925231934,0.17219458520412445,0.21430370211601257,0.5691064596176147,0.5405085682868958,0.16432763636112213,0.17504791915416718,0.5128531455993652,0.5633469820022583,31.31825828552246,32.89412307739258,0.1908787190914154,0.5911486148834229,28.24615478515625,28.76974868774414,0.17738959193229675,0.5679910778999329,0.8278053998947144,0.785696268081665,0.4308934211730957,0.45949143171310425,0.8372548818588257,0.8203287720680237,0.4792565107345581,0.4200196862220764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,0.3367123007774353,0.3079606890678406,17.600685119628906,14.895086288452148,31.677661895751953,28.913625717163086,0.6430623531341553,0.6662335991859436,0.16606280207633972,0.20627574622631073,0.5434871315956116,0.5119251012802124,0.14342249929904938,0.16291594505310059,0.4952746331691742,0.5079143047332764,30.74810218811035,32.323326110839844,0.18551413714885712,0.5702492594718933,25.87030601501465,27.309978485107422,0.17384633421897888,0.5309315919876099,0.8339372277259827,0.7937242388725281,0.4565128684043884,0.4880748987197876,0.8579586744308472,0.832781195640564,0.4971054792404175,0.4770891070365906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
