epoch,is_best_epoch,train_loss,val_loss,train_mae,val_mae,train_rmse,val_rmse,train_r2,val_r2,train_abs_loss,train_emi_loss,train_plqy_loss,train_em_loss,val_abs_loss,val_emi_loss,val_plqy_loss,val_em_loss,train_abs_mae,train_emi_mae,train_plqy_mae,train_em_mae,val_abs_mae,val_emi_mae,val_plqy_mae,val_em_mae,train_abs_r2,train_emi_r2,train_plqy_r2,train_em_r2,val_abs_r2,val_emi_r2,val_plqy_r2,val_em_r2,train_total_rows_before,train_kept_rows,train_dropped_total_rows,train_solute_skipped_rows,train_solute_invalid_count,train_solute_missing_count,train_solvent_smiles_required,train_solvent_skipped_rows,train_solvent_invalid_count,train_solvent_missing_count,val_total_rows_before,val_kept_rows,val_dropped_total_rows,val_solute_skipped_rows,val_solute_invalid_count,val_solute_missing_count,val_solvent_smiles_required,val_solvent_skipped_rows,val_solvent_invalid_count,val_solvent_missing_count,test_total_rows_before,test_kept_rows,test_dropped_total_rows,test_solute_skipped_rows,test_solute_invalid_count,test_solute_missing_count,test_solvent_smiles_required,test_solvent_skipped_rows,test_solvent_invalid_count,test_solvent_missing_count
1,0,1.1547151803970337,0.5766462683677673,41.297027587890625,25.801475524902344,73.28651428222656,46.800113677978516,-0.18460367619991302,0.4022368788719177,0.9367355704307556,1.0365017652511597,1.487287163734436,1.2778904438018799,0.3852077126502991,0.4189089834690094,0.8652165532112122,0.7399962544441223,75.48734283447266,72.10122680664062,0.31183743476867676,1.0076419115066528,46.88116455078125,45.45245361328125,0.25340914726257324,0.6655857563018799,0.06326454877853394,-0.03650176525115967,-0.48728716373443604,-0.27789032459259033,0.6203982830047607,0.5815415382385254,0.12468183040618896,0.2823259234428406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,0.5799221992492676,0.4892663061618805,25.82137107849121,21.741329193115234,45.66365051269531,39.13666534423828,0.3906271457672119,0.48633092641830444,0.3519672155380249,0.4201495945453644,0.8950483202934265,0.7703261971473694,0.2574455142021179,0.31125685572624207,0.7903008460998535,0.7120051980018616,45.72399139404297,46.712791442871094,0.25285157561302185,0.7291598320007324,37.464805603027344,40.5837516784668,0.23695188760757446,0.7372636795043945,0.6480328440666199,0.579850435256958,0.10495167970657349,0.22967368364334106,0.7463011145591736,0.6890778541564941,0.2004721760749817,0.30947262048721313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,0.5154743194580078,0.44901242852211,23.10586166381836,20.060104370117188,41.0626106262207,36.7049674987793,0.45469313859939575,0.5278753638267517,0.277794748544693,0.3500939905643463,0.828424334526062,0.7249143719673157,0.22726066410541534,0.272521048784256,0.7315447330474854,0.6725183725357056,40.374515533447266,42.39176940917969,0.24138453602790833,0.6999852061271667,34.86977767944336,37.08155822753906,0.22799652814865112,0.6695837378501892,0.7222053408622742,0.6499059796333313,0.171575665473938,0.2750856280326843,0.7760466933250427,0.727772057056427,0.2599143385887146,0.34776830673217773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,0.4780033826828003,0.40913671255111694,21.708297729492188,18.322195053100586,38.83789825439453,34.07560348510742,0.4937397837638855,0.5692737102508545,0.2488994300365448,0.3125847578048706,0.770673394203186,0.692883312702179,0.19107726216316223,0.24222524464130402,0.6637178063392639,0.6404978632926941,37.85249710083008,39.89822769165039,0.2303754985332489,0.6805572509765625,31.260086059570312,34.57373809814453,0.21371492743492126,0.6183071136474609,0.7511005997657776,0.6874152421951294,0.22932660579681396,0.30711668729782104,0.8117035031318665,0.7580353021621704,0.3285331130027771,0.378822922706604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,0.4395444393157959,0.3927841782569885,20.657630920410156,17.421953201293945,36.968048095703125,32.910667419433594,0.5344944596290588,0.5886530876159668,0.22507928311824799,0.2838614284992218,0.7047420144081116,0.6483395099639893,0.183067187666893,0.21851162612438202,0.6044231057167053,0.6549859642982483,36.03672409057617,37.94266891479492,0.2168167233467102,0.6544539928436279,30.31439971923828,32.09475326538086,0.20056110620498657,0.6524296402931213,0.7749207615852356,0.7161386013031006,0.2952579855918884,0.35166049003601074,0.8195970058441162,0.7817233800888062,0.38852012157440186,0.36477190256118774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,0.4125640392303467,0.3634827733039856,19.908048629760742,16.95965003967285,35.55849075317383,31.795381546020508,0.5632022023200989,0.6179677844047546,0.20750203728675842,0.263749361038208,0.6556036472320557,0.6203361749649048,0.17107731103897095,0.20363835990428925,0.5821282863616943,0.5848389267921448,34.7064208984375,36.588401794433594,0.20771117508411407,0.6364321708679199,29.415756225585938,31.39185905456543,0.19851218163967133,0.5984646677970886,0.792497992515564,0.736250638961792,0.34439635276794434,0.3796638250350952,0.8314123749732971,0.7965806722640991,0.411075234413147,0.43280285596847534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,0.3842955529689789,0.3441014289855957,18.98091697692871,15.872068405151367,33.978763580322266,30.34067153930664,0.5926684141159058,0.6389358043670654,0.190134659409523,0.23982825875282288,0.615995466709137,0.5833680033683777,0.15661196410655975,0.1841455101966858,0.5387058258056641,0.578429639339447,33.00835418701172,34.975372314453125,0.19899891316890717,0.6135082840919495,27.524940490722656,29.320783615112305,0.18313905596733093,0.6253554821014404,0.8098653554916382,0.7601717710494995,0.38400453329086304,0.4166320562362671,0.8456672430038452,0.8160525560379028,0.45500463247299194,0.4390188455581665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,0.36726975440979004,0.3267592787742615,18.403078079223633,15.836151123046875,33.04719924926758,30.07081413269043,0.6106317639350891,0.6573508977890015,0.17890118062496185,0.2283020168542862,0.587595522403717,0.5626742839813232,0.15437370538711548,0.18006765842437744,0.5116915106773376,0.5371324419975281,31.9930362701416,33.91834259033203,0.19334809482097626,0.5993449091911316,28.02338409423828,28.643640518188477,0.17833252251148224,0.5566655397415161,0.8210988640785217,0.771697998046875,0.41240447759628296,0.43732571601867676,0.8478729128837585,0.8201259970664978,0.4823343753814697,0.479070246219635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,0.3455851674079895,0.31400009989738464,17.85036277770996,15.611571311950684,32.05046081542969,29.708641052246094,0.6337670683860779,0.6702131032943726,0.1707281619310379,0.21100369095802307,0.5524498820304871,0.5307500958442688,0.15033741295337677,0.17628276348114014,0.5009889006614685,0.5032471418380737,31.17586898803711,32.732608795166016,0.18699757754802704,0.575924277305603,27.270837783813477,28.654626846313477,0.17416709661483765,0.5645885467529297,0.8292719125747681,0.7889963388442993,0.44755011796951294,0.4692499041557312,0.8518504500389099,0.8239068388938904,0.4931619167327881,0.511933445930481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,0.3350409269332886,0.30262744426727295,17.540260314941406,15.479125022888184,31.558603286743164,29.30126190185547,0.6451394557952881,0.6824131608009338,0.16512124240398407,0.20519547164440155,0.5316917896270752,0.5174335837364197,0.1533147543668747,0.16061463952064514,0.4863123595714569,0.481351763010025,30.65933609008789,32.1346549987793,0.1820218712091446,0.56642746925354,27.68782615661621,27.64046287536621,0.1734398901462555,0.5420569777488708,0.8348788022994995,0.794804573059082,0.4683082103729248,0.4825664162635803,0.8489164113998413,0.8395581245422363,0.5080097913742065,0.5331683158874512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
